1	1	1.0
1	477	1.0
1	245	1.0
1	44	1.0
1	8	1.0
1	187	1.0
1	6	1.0
1	3	1.0
1	7	1.0
1	2	1.0
2	10	1.0
2	177	1.0
2	9	1.0
2	1371	1.0
2	375	1.0
2	14	1.0
2	331	1.0
2	334	1.0
3	29	1.0
3	30	1.0
3	31	1.0
3	636	1.0
3	304	1.0
3	353	1.0
3	160	1.0
3	32	1.0
3	25	1.0
3	459	1.0
3	397	1.0
3	145	1.0
3	18	1.0
3	19	1.0
3	20	1.0
3	455	1.0
3	1365	1.0
4	37	1.0
4	1494	1.0
4	39	1.0
4	467	1.0
4	36	1.0
4	38	1.0
5	40	1.0
5	804	1.0
5	42	1.0
5	46	1.0
5	43	1.0
5	1963	1.0
5	45	1.0
5	77	1.0
6	2	1.0
6	345	1.0
6	47	1.0
6	48	1.0
6	783	1.0
6	49	1.0
6	305	1.0
6	53	1.0
7	236	1.0
7	32	1.0
7	44	1.0
7	158	1.0
7	57	1.0
7	1425	1.0
8	221	1.0
8	63	1.0
8	1080	1.0
8	250	1.0
8	532	1.0
8	211	1.0
8	172	1.0
8	69	1.0
8	68	1.0
8	66	1.0
8	321	1.0
8	61	1.0
9	173	1.0
9	7	1.0
9	70	1.0
9	6	1.0
9	72	1.0
9	73	1.0
9	42	1.0
9	75	1.0
9	77	1.0
9	604	1.0
10	254	1.0
10	177	1.0
10	1442	1.0
10	83	1.0
10	181	1.0
10	79	1.0
11	10	1.0
11	87	1.0
11	8	1.0
11	88	1.0
12	337	1.0
12	227	1.0
12	308	1.0
12	90	1.0
12	2394	1.0
12	93	1.0
12	91	1.0
12	95	1.0
12	1327	1.0
13	109	1.0
13	19	1.0
13	105	1.0
13	97	1.0
13	100	1.0
13	96	1.0
13	8	1.0
13	98	1.0
14	12	1.0
14	599	1.0
14	105	1.0
14	104	1.0
14	102	1.0
14	38	1.0
14	7	1.0
14	138	1.0
14	73	1.0
15	109	1.0
15	1518	1.0
15	19	1.0
15	197	1.0
15	278	1.0
15	1929	1.0
15	10	1.0
16	115	1.0
16	110	1.0
16	111	1.0
16	202	1.0
16	1144	1.0
16	113	1.0
16	114	1.0
16	96	1.0
17	121	1.0
17	123	1.0
17	122	1.0
17	345	1.0
17	8	1.0
17	54	1.0
17	246	1.0
17	118	1.0
18	248	1.0
18	180	1.0
18	79	1.0
18	129	1.0
18	128	1.0
18	375	1.0
18	127	1.0
18	126	1.0
19	133	1.0
19	134	1.0
19	135	1.0
19	8	1.0
19	155	1.0
19	637	1.0
19	173	1.0
19	131	1.0
20	10	1.0
20	138	1.0
20	136	1.0
20	6	1.0
20	2	1.0
20	128	1.0
20	139	1.0
20	1393	1.0
21	722	1.0
21	50	1.0
21	696	1.0
21	1145	1.0
21	141	1.0
21	19	1.0
22	150	1.0
22	149	1.0
22	147	1.0
22	145	1.0
22	106	1.0
22	515	1.0
22	115	1.0
23	128	1.0
23	595	1.0
23	657	1.0
23	151	1.0
24	1499	1.0
24	70	1.0
24	19	1.0
24	50	1.0
24	157	1.0
24	156	1.0
24	8	1.0
25	160	1.0
25	6	1.0
25	185	1.0
25	523	1.0
25	162	1.0
25	43	1.0
25	893	1.0
25	173	1.0
26	163	1.0
26	165	1.0
26	166	1.0
26	6	1.0
26	199	1.0
26	168	1.0
26	169	1.0
26	42	1.0
26	162	1.0
26	167	1.0
26	171	1.0
26	341	1.0
26	53	1.0
26	158	1.0
27	278	1.0
27	8	1.0
27	1465	1.0
27	172	1.0
27	173	1.0
28	305	1.0
28	1073	1.0
28	65	1.0
28	2	1.0
28	458	1.0
28	1071	1.0
28	177	1.0
28	179	1.0
29	187	1.0
29	31	1.0
29	286	1.0
29	160	1.0
29	66	1.0
29	184	1.0
29	183	1.0
29	53	1.0
29	113	1.0
29	186	1.0
29	545	1.0
29	304	1.0
30	189	1.0
30	188	1.0
30	9	1.0
30	177	1.0
30	192	1.0
31	194	1.0
31	441	1.0
31	374	1.0
31	193	1.0
31	1442	1.0
31	192	1.0
31	197	1.0
31	5	1.0
31	199	1.0
31	195	1.0
32	141	1.0
32	463	1.0
32	266	1.0
32	1511	1.0
32	227	1.0
32	401	1.0
32	112	1.0
32	200	1.0
33	207	1.0
33	346	1.0
33	94	1.0
33	1326	1.0
33	515	1.0
33	205	1.0
33	203	1.0
33	105	1.0
33	206	1.0
34	212	1.0
34	211	1.0
34	545	1.0
34	197	1.0
34	38	1.0
34	10	1.0
34	77	1.0
34	145	1.0
35	215	1.0
35	216	1.0
35	358	1.0
35	219	1.0
35	214	1.0
35	218	1.0
35	213	1.0
35	3	1.0
35	5	1.0
36	288	1.0
36	221	1.0
36	187	1.0
36	206	1.0
36	173	1.0
36	482	1.0
36	374	1.0
37	189	1.0
37	698	1.0
37	8	1.0
37	128	1.0
37	227	1.0
37	228	1.0
37	1796	1.0
37	88	1.0
38	949	1.0
38	111	1.0
38	63	1.0
38	312	1.0
38	232	1.0
38	231	1.0
38	230	1.0
38	113	1.0
39	237	1.0
39	238	1.0
39	1128	1.0
39	233	1.0
39	234	1.0
39	235	1.0
39	61	1.0
39	626	1.0
40	99	1.0
40	6	1.0
40	247	1.0
40	246	1.0
40	597	1.0
40	245	1.0
40	244	1.0
40	243	1.0
40	242	1.0
40	241	1.0
40	240	1.0
40	239	1.0
40	43	1.0
40	171	1.0
40	1819	1.0
41	252	1.0
41	251	1.0
41	249	1.0
41	248	1.0
41	197	1.0
41	516	1.0
41	162	1.0
41	253	1.0
41	90	1.0
42	251	1.0
42	254	1.0
42	370	1.0
42	47	1.0
42	212	1.0
42	256	1.0
42	193	1.0
42	6	1.0
42	8	1.0
42	258	1.0
43	698	1.0
43	260	1.0
43	211	1.0
43	128	1.0
43	261	1.0
43	47	1.0
43	331	1.0
44	112	1.0
44	270	1.0
44	267	1.0
44	10	1.0
44	231	1.0
44	263	1.0
44	265	1.0
44	62	1.0
44	767	1.0
44	197	1.0
44	61	1.0
45	275	1.0
45	274	1.0
45	1425	1.0
45	155	1.0
46	374	1.0
46	276	1.0
46	211	1.0
46	19	1.0
46	278	1.0
46	331	1.0
46	30	1.0
46	254	1.0
46	121	1.0
46	814	1.0
47	281	1.0
47	29	1.0
47	5	1.0
47	554	1.0
47	43	1.0
47	275	1.0
47	280	1.0
48	61	1.0
48	288	1.0
48	160	1.0
48	5	1.0
48	8	1.0
48	169	1.0
48	73	1.0
48	77	1.0
48	2382	1.0
48	305	1.0
48	287	1.0
49	428	1.0
49	1626	1.0
49	278	1.0
49	643	1.0
49	289	1.0
49	25	1.0
50	216	1.0
50	278	1.0
50	19	1.0
50	103	1.0
50	295	1.0
50	96	1.0
50	227	1.0
50	292	1.0
50	195	1.0
50	294	1.0
51	898	1.0
51	50	1.0
51	304	1.0
51	296	1.0
51	299	1.0
51	300	1.0
51	8	1.0
52	1555	1.0
52	29	1.0
52	288	1.0
52	1414	1.0
52	96	1.0
52	303	1.0
52	304	1.0
52	77	1.0
52	909	1.0
53	73	1.0
53	501	1.0
53	292	1.0
53	9	1.0
53	305	1.0
53	308	1.0
53	309	1.0
54	182	1.0
54	314	1.0
54	8	1.0
54	315	1.0
54	316	1.0
54	312	1.0
54	197	1.0
54	292	1.0
54	317	1.0
54	400	1.0
55	320	1.0
55	114	1.0
55	83	1.0
55	46	1.0
55	697	1.0
55	314	1.0
55	540	1.0
55	318	1.0
56	604	1.0
56	149	1.0
56	323	1.0
56	113	1.0
56	79	1.0
56	254	1.0
56	114	1.0
56	322	1.0
57	231	1.0
57	327	1.0
57	328	1.0
57	97	1.0
57	9	1.0
58	163	1.0
58	288	1.0
58	69	1.0
58	330	1.0
58	331	1.0
58	50	1.0
58	159	1.0
58	248	1.0
58	247	1.0
58	419	1.0
59	162	1.0
59	266	1.0
59	336	1.0
59	19	1.0
59	168	1.0
59	21	1.0
59	348	1.0
59	216	1.0
60	642	1.0
60	8	1.0
60	145	1.0
60	1329	1.0
60	338	1.0
60	339	1.0
60	340	1.0
60	341	1.0
60	209	1.0
60	337	1.0
60	163	1.0
60	342	1.0
60	55	1.0
60	248	1.0
60	287	1.0
61	61	1.0
61	363	1.0
61	187	1.0
61	8	1.0
61	344	1.0
61	79	1.0
61	478	1.0
61	173	1.0
62	339	1.0
62	345	1.0
62	304	1.0
62	815	1.0
62	203	1.0
62	7	1.0
62	330	1.0
62	42	1.0
62	250	1.0
62	346	1.0
62	636	1.0
63	917	1.0
63	348	1.0
63	349	1.0
63	350	1.0
63	254	1.0
63	95	1.0
64	451	1.0
64	312	1.0
64	159	1.0
64	160	1.0
64	354	1.0
64	355	1.0
64	5	1.0
64	357	1.0
64	554	1.0
64	1806	1.0
64	1582	1.0
64	44	1.0
64	358	1.0
65	360	1.0
65	8	1.0
65	471	1.0
65	359	1.0
65	19	1.0
65	252	1.0
65	604	1.0
65	234	1.0
66	103	1.0
66	361	1.0
66	362	1.0
66	363	1.0
66	464	1.0
66	144	1.0
66	305	1.0
66	811	1.0
66	155	1.0
66	61	1.0
66	94	1.0
66	53	1.0
67	331	1.0
67	42	1.0
67	79	1.0
67	177	1.0
67	50	1.0
67	327	1.0
67	211	1.0
67	261	1.0
68	42	1.0
68	173	1.0
68	277	1.0
68	79	1.0
69	8	1.0
69	198	1.0
69	336	1.0
69	370	1.0
69	372	1.0
69	10	1.0
69	103	1.0
70	53	1.0
70	1192	1.0
70	180	1.0
70	1327	1.0
70	323	1.0
70	177	1.0
70	352	1.0
70	291	1.0
70	61	1.0
71	177	1.0
71	3	1.0
71	196	1.0
71	376	1.0
71	377	1.0
72	381	1.0
72	288	1.0
72	304	1.0
72	145	1.0
72	1240	1.0
72	382	1.0
72	170	1.0
73	180	1.0
73	1365	1.0
73	794	1.0
73	387	1.0
73	3	1.0
73	1761	1.0
73	386	1.0
73	49	1.0
73	267	1.0
74	6	1.0
74	123	1.0
74	388	1.0
74	99	1.0
74	2	1.0
74	83	1.0
74	267	1.0
74	363	1.0
74	387	1.0
75	1880	1.0
75	1302	1.0
75	247	1.0
75	278	1.0
75	77	1.0
75	1319	1.0
75	38	1.0
75	390	1.0
75	389	1.0
76	2077	1.0
76	369	1.0
76	163	1.0
76	38	1.0
76	394	1.0
76	395	1.0
76	235	1.0
77	399	1.0
77	400	1.0
77	99	1.0
77	397	1.0
78	541	1.0
78	93	1.0
78	402	1.0
78	308	1.0
78	200	1.0
78	312	1.0
78	261	1.0
78	360	1.0
80	412	1.0
80	1692	1.0
80	410	1.0
80	42	1.0
80	330	1.0
80	397	1.0
80	103	1.0
80	898	1.0
80	1312	1.0
81	414	1.0
81	187	1.0
81	288	1.0
81	65	1.0
81	331	1.0
81	8	1.0
81	105	1.0
81	267	1.0
81	173	1.0
81	83	1.0
82	254	1.0
82	163	1.0
82	416	1.0
82	418	1.0
82	8	1.0
82	360	1.0
82	187	1.0
83	835	1.0
83	63	1.0
83	1723	1.0
83	155	1.0
83	207	1.0
83	420	1.0
83	219	1.0
83	419	1.0
84	669	1.0
84	31	1.0
84	585	1.0
84	422	1.0
84	97	1.0
84	288	1.0
84	163	1.0
84	423	1.0
85	6	1.0
85	534	1.0
85	426	1.0
85	27	1.0
85	724	1.0
85	971	1.0
85	428	1.0
85	427	1.0
86	985	1.0
86	431	1.0
86	37	1.0
86	136	1.0
86	45	1.0
86	1071	1.0
87	317	1.0
87	254	1.0
87	170	1.0
87	330	1.0
87	202	1.0
87	309	1.0
87	435	1.0
87	65	1.0
88	1	1.0
88	440	1.0
88	70	1.0
88	7	1.0
88	143	1.0
88	438	1.0
88	187	1.0
88	441	1.0
89	445	1.0
89	444	1.0
89	5	1.0
89	711	1.0
89	442	1.0
89	121	1.0
89	50	1.0
89	300	1.0
90	446	1.0
90	112	1.0
90	3	1.0
90	6	1.0
90	8	1.0
90	840	1.0
90	219	1.0
90	61	1.0
91	448	1.0
91	382	1.0
91	44	1.0
91	122	1.0
91	5	1.0
91	228	1.0
92	451	1.0
92	214	1.0
92	291	1.0
92	292	1.0
92	100	1.0
92	260	1.0
92	1509	1.0
92	614	1.0
92	53	1.0
92	341	1.0
93	82	1.0
93	455	1.0
93	373	1.0
93	214	1.0
93	454	1.0
93	94	1.0
93	412	1.0
93	254	1.0
93	227	1.0
93	453	1.0
94	10	1.0
94	163	1.0
94	1732	1.0
94	456	1.0
94	8	1.0
94	586	1.0
94	1530	1.0
94	458	1.0
95	1777	1.0
95	63	1.0
95	464	1.0
95	811	1.0
95	353	1.0
95	256	1.0
95	463	1.0
96	8	1.0
96	177	1.0
96	179	1.0
96	468	1.0
96	180	1.0
96	465	1.0
96	469	1.0
96	181	1.0
96	637	1.0
97	173	1.0
97	254	1.0
97	79	1.0
97	50	1.0
97	83	1.0
97	471	1.0
98	267	1.0
98	302	1.0
98	475	1.0
98	507	1.0
98	330	1.0
98	106	1.0
98	643	1.0
98	472	1.0
99	477	1.0
99	369	1.0
99	479	1.0
99	428	1.0
99	38	1.0
99	5	1.0
99	197	1.0
99	145	1.0
100	288	1.0
100	337	1.0
100	248	1.0
100	668	1.0
100	459	1.0
101	419	1.0
101	1470	1.0
101	187	1.0
101	214	1.0
101	20	1.0
101	206	1.0
101	203	1.0
101	106	1.0
102	492	1.0
102	493	1.0
102	1224	1.0
102	2	1.0
103	384	1.0
103	156	1.0
103	168	1.0
103	143	1.0
103	304	1.0
103	497	1.0
103	499	1.0
104	61	1.0
104	10	1.0
104	278	1.0
104	501	1.0
104	97	1.0
104	561	1.0
104	193	1.0
104	353	1.0
104	127	1.0
105	504	1.0
105	1623	1.0
105	73	1.0
105	166	1.0
105	66	1.0
105	63	1.0
105	19	1.0
106	20	1.0
106	218	1.0
106	506	1.0
106	355	1.0
106	359	1.0
106	2441	1.0
106	619	1.0
106	320	1.0
106	288	1.0
106	1	1.0
106	173	1.0
107	61	1.0
107	312	1.0
107	501	1.0
107	82	1.0
107	45	1.0
108	637	1.0
108	541	1.0
108	216	1.0
108	211	1.0
108	47	1.0
108	331	1.0
108	8	1.0
108	515	1.0
108	513	1.0
108	352	1.0
108	192	1.0
109	307	1.0
109	173	1.0
109	237	1.0
109	83	1.0
109	8	1.0
109	517	1.0
109	823	1.0
109	61	1.0
110	61	1.0
110	8	1.0
110	637	1.0
110	519	1.0
110	66	1.0
110	173	1.0
111	218	1.0
111	507	1.0
111	61	1.0
111	940	1.0
111	60	1.0
111	163	1.0
111	48	1.0
111	521	1.0
112	7	1.0
112	73	1.0
112	522	1.0
112	523	1.0
112	55	1.0
112	382	1.0
112	446	1.0
113	532	1.0
113	19	1.0
113	1305	1.0
113	25	1.0
114	341	1.0
114	585	1.0
114	75	1.0
114	82	1.0
114	163	1.0
114	53	1.0
114	537	1.0
114	444	1.0
114	251	1.0
114	376	1.0
115	244	1.0
115	493	1.0
115	1546	1.0
115	104	1.0
115	644	1.0
115	539	1.0
115	768	1.0
115	540	1.0
115	668	1.0
116	544	1.0
116	390	1.0
116	922	1.0
116	44	1.0
116	61	1.0
117	546	1.0
117	550	1.0
117	162	1.0
117	348	1.0
117	2141	1.0
117	9	1.0
117	143	1.0
117	551	1.0
117	216	1.0
